ANO;Índice de Desenvolvimento Humano 2010;Desigualdade de Renda;Educação Compulsória;Expectativa de Vida;Mortalidade antes dos 5 Anos;Município;Número de registros;População;Proporção de Educação Universitária;Região;Renda Per Capita;Rendimento de Trabalho;Taxa de Dependência;Unidade Federativa;Índice de Desenvolvimento Humano;Índice de Educação;Índice de Longevidade;Índice de Renda
2000;0;0,47;10,55;73,45;0,01898;Charqueadas;1;27064;0,0895;Sul;525,56;68,47;0,4079;Rio Grande do Sul;0,649;0,503;0,808;0,673
2010;0,747;0,43;10,39;77,22;0,01164;Charqueadas;1;30581;0,0555;Sul;734,59;72,22;0,4034;Rio Grande do Sul;0,747;0,659;0,87;0,726
1991;0;0,6;10,26;68,63;0,026;Crissiumal;1;17359;0,1077;Sul;274,73;91,45;0,5998;Rio Grande do Sul;0,469;0,25;0,727;0,568
2000;0;0,49;10,48;71,37;0,02327;Crissiumal;1;15077;0,0806;Sul;355,37;70,87;0,5144;Rio Grande do Sul;0,589;0,433;0,773;0,61
2010;0,712;0,41;10,72;75,11;0,01472;Crissiumal;1;14005;0,0566;Sul;630,54;66,23;0,4717;Rio Grande do Sul;0,712;0,616;0,835;0,702
1991;0;0,59;10,76;68,61;0,02606;Cruz Alta;1;63478;0,1146;Sul;465,53;80,34;0,6111;Rio Grande do Sul;0,559;0,368;0,727;0,653
2000;0;0,59;10,72;73,61;0,01869;Cruz Alta;1;66443;0,0788;Sul;681,02;71,1;0,5369;Rio Grande do Sul;0,679;0,541;0,81;0,714
2010;0,75;0,53;10,21;76,49;0,01356;Cruz Alta;1;62352;0,0535;Sul;871,81;70,63;0,4637;Rio Grande do Sul;0,75;0,653;0,858;0,754
1991;0;0,4;10,45;69,81;0,02292;Dois Irmãos;1;13322;0,0544;Sul;514,8;92,01;0,4762;Rio Grande do Sul;0,535;0,306;0,747;0,669
2000;0;0,39;9,93;74,79;0,01652;Dois Irmãos;1;22002;0,0333;Sul;670,69;80,96;0,4136;Rio Grande do Sul;0,676;0,522;0,83;0,712
2010;0,743;0,38;9,57;75,87;0,0145;Dois Irmãos;1;27406;0,025;Sul;921,37;79,51;0,3353;Rio Grande do Sul;0,743;0,633;0,848;0,763
1991;0;0,53;8,73;65,12;0,03654;Dom Feliciano;1;13340;0,2525;Sul;236,02;83,16;0,5905;Rio Grande do Sul;0,318;0,088;0,669;0,544
2000;0;0,48;8,08;70,6;0,025;Dom Feliciano;1;13371;0,187;Sul;351,98;81,34;0,557;Rio Grande do Sul;0,47;0,225;0,76;0,608
2010;0,587;0,48;9,47;74,1;0,01635;Dom Feliciano;1;14285;0,1501;Sul;409,72;70,01;0,4909;Rio Grande do Sul;0,587;0,39;0,818;0,633
1991;0;0,59;10,25;64,69;0,03801;Dom Pedrito;1;37824;0,153;Sul;357,69;79,84;0,581;Rio Grande do Sul;0,515;0,337;0,662;0,611
2000;0;0,61;10,41;70,64;0,02489;Dom Pedrito;1;39882;0,105;Sul;552,19;73,85;0,5518;Rio Grande do Sul;0,621;0,463;0,761;0,68
2010;0,708;0,54;10,28;75,88;0,01354;Dom Pedrito;1;38512;0,0703;Sul;686,15;65,92;0,4871;Rio Grande do Sul;0,708;0,585;0,848;0,715
1991;0;0,54;9,67;67,61;0,02885;Eldorado Do Sul;1;17215;0,1454;Sul;376,8;90,94;0,6248;Rio Grande do Sul;0,48;0,252;0,71;0,619
2000;0;0,54;9,47;70,35;0,02556;Eldorado Do Sul;1;26958;0,0944;Sul;527,06;79,43;0,5407;Rio Grande do Sul;0,62;0,469;0,756;0,673
2010;0,717;0,46;9,46;75,66;0,01387;Eldorado Do Sul;1;34100;0,0512;Sul;692;74,84;0,4614;Rio Grande do Sul;0,717;0,609;0,844;0,717
1991;0;0,49;11,12;71,32;0,01928;Encantado;1;15421;0,0934;Sul;576,97;86,35;0,5294;Rio Grande do Sul;0,603;0,413;0,772;0,688
2000;0;0,51;10,62;76,11;0,0143;Encantado;1;18265;0,06;Sul;703,11;76,96;0,4666;Rio Grande do Sul;0,7;0,561;0,852;0,719
2010;0,767;0,42;9,57;76,5;0,01354;Encantado;1;20415;0,0388;Sul;931,47;73,1;0,4066;Rio Grande do Sul;0,767;0,687;0,858;0,764
1991;0;0,6;9,34;66,66;0,03164;Encruzilhada Do Sul;1;20811;0,2502;Sul;292,4;82,66;0,5605;Rio Grande do Sul;0,431;0,199;0,694;0,578
2000;0;0,58;9,07;72,02;0,02186;Encruzilhada Do Sul;1;23107;0,1773;Sul;430,96;71,82;0,5534;Rio Grande do Sul;0,551;0,332;0,784;0,641
2010;0,657;0,52;9,54;77,5;0,01126;Encruzilhada Do Sul;1;24287;0,1295;Sul;539;62,88;0,5118;Rio Grande do Sul;0,657;0,478;0,875;0,677
1991;0;0,55;10,44;69,73;0,02312;Erechim;1;67046;0,1048;Sul;572,01;81,77;0,5547;Rio Grande do Sul;0,578;0,378;0,746;0,686
2000;0;0,52;10,64;74,18;0,01762;Erechim;1;85915;0,0639;Sul;704,34;76,16;0,4768;Rio Grande do Sul;0,696;0,57;0,82;0,72
2010;0,776;0,48;10,06;74,95;0,01497;Erechim;1;95232;0,0397;Sul;1038,39;72,42;0,3904;Rio Grande do Sul;0,776;0,716;0,833;0,782
1991;0;0,7;10,57;70,61;0,02094;Espumoso;1;15819;0,1763;Sul;418,51;91,06;0,5681;Rio Grande do Sul;0,519;0,289;0,76;0,636
2000;0;0,56;10,44;74,44;0,01714;Espumoso;1;15188;0,1339;Sul;544,99;78,88;0,4868;Rio Grande do Sul;0,653;0,499;0,824;0,678
2010;0,765;0,49;10,29;78,04;0,01135;Espumoso;1;15064;0,0901;Sul;834,66;76,04;0,4382;Rio Grande do Sul;0,765;0,677;0,884;0,747
1991;0;0,45;9,66;70,59;0,02098;Estância Velha;1;27655;0,0764;Sul;538,54;91,34;0,5366;Rio Grande do Sul;0,537;0,301;0,76;0,676
2000;0;0,45;10,42;76,11;0,0143;Estância Velha;1;34804;0,0495;Sul;648,85;81,33;0,468;Rio Grande do Sul;0,674;0,51;0,852;0,706
2010;0,757;0,42;10,12;78,23;0,0111;Estância Velha;1;42455;0,0321;Sul;848,45;76,13;0,3731;Rio Grande do Sul;0,757;0,652;0,887;0,749
1991;0;0,48;10,83;69,54;0,0236;Esteio;1;70101;0,0805;Sul;534,58;87,01;0,5545;Rio Grande do Sul;0,589;0,409;0,742;0,675
2000;0;0,49;10,69;74,25;0,01748;Esteio;1;79740;0,0487;Sul;728,6;76,56;0,4602;Rio Grande do Sul;0,693;0,56;0,821;0,725
2010;0,754;0,48;10,25;75,57;0,01401;Esteio;1;80484;0,0316;Sul;955,86;73,29;0,4065;Rio Grande do Sul;0,754;0,662;0,843;0,769
1991;0;0,46;10,25;70,03;0,02235;Estrela;1;24104;0,0569;Sul;491,63;82,96;0,5564;Rio Grande do Sul;0,564;0,361;0,751;0,662
2000;0;0,46;10,33;74,45;0,01713;Estrela;1;27102;0,0423;Sul;652,25;72,21;0,4839;Rio Grande do Sul;0,676;0,531;0,824;0,707
2010;0,767;0,42;9,91;75,97;0,01435;Estrela;1;30512;0,0288;Sul;1002,78;73,86;0,403;Rio Grande do Sul;0,767;0,684;0,85;0,776
1991;0;0,46;10,24;71,31;0,01931;Farroupilha;1;43476;0,0866;Sul;654,14;89,36;0,5032;Rio Grande do Sul;0,56;0,321;0,772;0,708
2000;0;0,47;11,01;74,19;0,0176;Farroupilha;1;54777;0,054;Sul;797,88;82,38;0,4564;Rio Grande do Sul;0,691;0,543;0,82;0,74
2010;0,777;0,43;9,99;76,68;0,01327;Farroupilha;1;63310;0,0314;Sul;1045,05;77,38;0,3614;Rio Grande do Sul;0,777;0,696;0,861;0,783
1991;0;0,47;10,28;70,7;0,02073;Flores Da Cunha;1;16894;0,1005;Sul;556,42;87,79;0,4573;Rio Grande do Sul;0,523;0,275;0,762;0,682
2000;0;0,46;10,39;75,51;0,01528;Flores Da Cunha;1;23302;0,0585;Sul;919,61;86,57;0,4144;Rio Grande do Sul;0,674;0,477;0,842;0,762
2010;0,754;0,44;9,67;75,95;0,01344;Flores Da Cunha;1;27005;0,0382;Sul;1062,06;77,97;0,3678;Rio Grande do Sul;0,754;0,642;0,849;0,786
1991;0;0,6;10,55;69,92;0,02263;Frederico Westphalen;1;24401;0,1413;Sul;393,99;86,81;0,5944;Rio Grande do Sul;0,536;0,329;0,749;0,626
2000;0;0,54;11,02;73,79;0,01834;Frederico Westphalen;1;26255;0,0939;Sul;582,2;78,25;0,5069;Rio Grande do Sul;0,683;0,569;0,813;0,689
2010;0,76;0,47;10,87;75,76;0,01468;Frederico Westphalen;1;28568;0,06;Sul;875,03;79,02;0,407;Rio Grande do Sul;0,76;0,688;0,846;0,754
1991;0;0,51;10,99;69,57;0,02353;Garibaldi;1;20535;0,0736;Sul;616,43;89,07;0,4958;Rio Grande do Sul;0,575;0,367;0,743;0,698
2000;0;0,48;11,04;74,21;0,01756;Garibaldi;1;26346;0,0502;Sul;907,45;81,74;0,4375;Rio Grande do Sul;0,712;0,579;0,82;0,76
2010;0,786;0,51;10,42;76,35;0,01286;Garibaldi;1;30501;0,0317;Sul;1355,37;71,2;0,3512;Rio Grande do Sul;0,786;0,688;0,856;0,825
1991;0;0,54;10,51;67,62;0,02881;Getúlio Vargas;1;15986;0,1154;Sul;361,71;84,3;0,5858;Rio Grande do Sul;0,532;0,347;0,71;0,612
2000;0;0,52;10,34;73,02;0,01983;Getúlio Vargas;1;16365;0,0703;Sul;519,09;75,28;0,5235;Rio Grande do Sul;0,665;0,547;0,8;0,671
2010;0,746;0,45;10,01;75,55;0,01501;Getúlio Vargas;1;15983;0,0491;Sul;837,17;73,35;0,4254;Rio Grande do Sul;0,746;0,658;0,843;0,747
1991;0;0,61;10,51;66,06;0,03353;Giruá;1;19480;0,1517;Sul;291,47;87,76;0,6319;Rio Grande do Sul;0,479;0,278;0,684;0,578
2000;0;0,59;11,11;70,48;0,02526;Giruá;1;18520;0,1056;Sul;460,17;77,25;0,5353;Rio Grande do Sul;0,626;0,498;0,758;0,651
2010;0,721;0,53;10,82;75,52;0,01408;Giruá;1;16857;0,0793;Sul;653,18;71,2;0,4702;Rio Grande do Sul;0,721;0,629;0,842;0,707
1991;0;0,44;10,51;70,01;0,0224;Gravataí;1;179654;0,1008;Sul;414,58;87,41;0,586;Rio Grande do Sul;0,54;0,332;0,75;0,634
2000;0;0,48;10,5;75,33;0,01506;Gravataí;1;231245;0,0648;Sul;577,3;77,59;0,4876;Rio Grande do Sul;0,661;0,5;0,839;0,688
2010;0,736;0,44;10,16;76,74;0,01275;Gravataí;1;254991;0,0385;Sul;737,29;76,61;0,4209;Rio Grande do Sul;0,736;0,636;0,862;0,727
1991;0;0,48;9,79;69,97;0,0225;Guaíba;1;78349;0,1114;Sul;401,97;89,58;0,5821;Rio Grande do Sul;0,522;0,301;0,75;0,629
2000;0;0,51;10,18;72,54;0,02079;Guaíba;1;93978;0,0736;Sul;575,06;76,92;0,4991;Rio Grande do Sul;0,654;0,515;0,792;0,687
2010;0,73;0,47;10,02;74,99;0,01489;Guaíba;1;95003;0,0466;Sul;758,83;74,03;0,4232;Rio Grande do Sul;0,73;0,639;0,833;0,732
1991;0;0,47;10,69;68,46;0,02647;Guaporé;1;16963;0,1163;Sul;453,72;84,81;0,5378;Rio Grande do Sul;0,553;0,359;0,724;0,649
2000;0;0,48;10,5;73,41;0,01906;Guaporé;1;19855;0,0783;Sul;712,06;76,54;0,4848;Rio Grande do Sul;0,67;0,516;0,807;0,721
2010;0,765;0,42;10;75,22;0,01455;Guaporé;1;22658;0,046;Sul;1035,41;76,28;0,3911;Rio Grande do Sul;0,765;0,685;0,837;0,781
1991;0;0,55;9,8;68,2;0,02719;Herval;1;5710;0,1839;Sul;290,3;83,75;0,5557;Rio Grande do Sul;0,443;0,209;0,72;0,577
2000;0;0,57;9,75;70,8;0,02453;Herval;1;6900;0,137;Sul;380,12;68,66;0,5651;Rio Grande do Sul;0,548;0,348;0,763;0,62
2010;0,687;0,68;9,93;75,59;0,01398;Herval;1;6704;0,089;Sul;752,24;73,96;0,5647;Rio Grande do Sul;0,687;0,527;0,843;0,73
1991;0;0,56;11,06;70;0,02245;Horizontina;1;16868;0,1014;Sul;397,78;88,66;0,5582;Rio Grande do Sul;0,568;0,39;0,75;0,628
2000;0;0,5;11,27;75,97;0,01451;Horizontina;1;17564;0,0617;Sul;604,42;76,66;0,4532;Rio Grande do Sul;0,725;0,645;0,85;0,695
2010;0,783;0,49;10,7;76,47;0,01268;Horizontina;1;18290;0,0347;Sul;1037,04;66,48;0,3988;Rio Grande do Sul;0,783;0,716;0,858;0,782
1991;0;0,54;10,7;69,04;0,0249;Ibirubá;1;17544;0,0906;Sul;456,96;88,5;0,5429;Rio Grande do Sul;0,511;0,279;0,734;0,65
2000;0;0,59;10;72,92;0,02003;Ibirubá;1;18384;0,065;Sul;765,28;80,11;0,4762;Rio Grande do Sul;0,674;0,523;0,799;0,733
2010;0,765;0,49;10,1;75,88;0,01354;Ibirubá;1;19187;0,0408;Sul;1062,3;76,78;0,4165;Rio Grande do Sul;0,765;0,671;0,848;0,786
1991;0;0,44;9,85;69,74;0,02309;Igrejinha;1;20345;0,1074;Sul;461,22;90,17;0,5464;Rio Grande do Sul;0,481;0,229;0,746;0,652
2000;0;0,51;9,61;71,86;0,02222;Igrejinha;1;26572;0,0682;Sul;615,29;80,88;0,4838;Rio Grande do Sul;0,603;0,403;0,781;0,698
2010;0,721;0,44;9,48;77,53;0,01121;Igrejinha;1;31455;0,0433;Sul;848,23;77,87;0,4019;Rio Grande do Sul;0,721;0,571;0,876;0,749
1991;0;0,57;10,47;68,2;0,02717;Ijuí;1;67920;0,1067;Sul;444,93;84,72;0,5826;Rio Grande do Sul;0,553;0,364;0,72;0,646
2000;0;0,56;10,57;74,16;0,01765;Ijuí;1;74606;0,0691;Sul;660,72;76,84;0,4927;Rio Grande do Sul;0,683;0,548;0,819;0,709
2010;0,781;0,57;10,72;76,48;0,01267;Ijuí;1;77957;0,05;Sul;1066,65;65,28;0,4253;Rio Grande do Sul;0,781;0,707;0,858;0,786
1991;0;0,47;10,26;69,65;0,02333;Imbé;1;7041;0,1019;Sul;455,45;80,8;0,5955;Rio Grande do Sul;0,547;0,339;0,744;0,65
2000;0;0,53;10,54;72,3;0,02128;Imbé;1;12041;0,0559;Sul;683,13;67;0,5102;Rio Grande do Sul;0,677;0,55;0,788;0,715
2010;0,764;0,68;9,65;75,82;0,01363;Imbé;1;17614;0,0342;Sul;1359,66;51,1;0,4806;Rio Grande do Sul;0,764;0,638;0,847;0,825
1991;0;0,61;10,02;70,26;0,02179;Itaqui;1;35204;0,1509;Sul;347,39;87,94;0,6274;Rio Grande do Sul;0,504;0,28;0,754;0,606
2000;0;0,57;10,06;73,45;0,01899;Itaqui;1;39268;0,109;Sul;432,79;75,35;0,5606;Rio Grande do Sul;0,63;0,483;0,808;0,641
2010;0,713;0,51;10,5;75,6;0,01396;Itaqui;1;37961;0,0769;Sul;576,71;75,04;0,4795;Rio Grande do Sul;0,713;0,626;0,843;0,687
1991;0;0,46;10,37;71,59;0,01867;Ivoti;1;11504;0,0594;Sul;567,58;90,79;0,5379;Rio Grande do Sul;0,551;0,315;0,777;0,685
2000;0;0,46;10,59;75,37;0,01553;Ivoti;1;15113;0,0275;Sul;749,24;81,11;0,4287;Rio Grande do Sul;0,697;0,552;0,84;0,73
2010;0,784;0,44;10,38;75,88;0,01355;Ivoti;1;19764;0,0225;Sul;1025,02;79,31;0,3487;Rio Grande do Sul;0,784;0,729;0,848;0,78
1991;0;0,57;10,52;67,37;0,02955;Jaguarão;1;27364;0,1521;Sul;381,19;80,4;0,5564;Rio Grande do Sul;0,512;0,306;0,706;0,621
2000;0;0,54;10,46;71,69;0,02257;Jaguarão;1;29897;0,1015;Sul;518,13;67,97;0,52;Rio Grande do Sul;0,62;0,458;0,778;0,67
2010;0,707;0,49;9,62;74,89;0,01506;Jaguarão;1;27734;0,0776;Sul;616,82;67,3;0,4873;Rio Grande do Sul;0,707;0,608;0,832;0,698
1991;0;0,67;10,02;69,97;0,0225;Júlio De Castilhos;1;19673;0,1442;Sul;425,29;87,48;0,6161;Rio Grande do Sul;0,542;0,332;0,75;0,639
2000;0;0,59;9,8;72,55;0,02077;Júlio De Castilhos;1;19966;0,1022;Sul;500,83;73,76;0,5662;Rio Grande do Sul;0,626;0,466;0,793;0,665
2010;0,716;0,59;11;74,96;0,01495;Júlio De Castilhos;1;19352;0,0684;Sul;765,91;70,7;0,4817;Rio Grande do Sul;0,716;0,602;0,833;0,733
1991;0;0,56;10,37;69,06;0,02484;Lagoa Vermelha;1;25916;0,1759;Sul;325,77;83,1;0,5736;Rio Grande do Sul;0,52;0,321;0,734;0,596
2000;0;0,56;10,05;73,64;0,01863;Lagoa Vermelha;1;27827;0,1169;Sul;512,76;77,52;0,5344;Rio Grande do Sul;0,65;0,506;0,811;0,669
2010;0,738;0,5;9,69;78,1;0,01127;Lagoa Vermelha;1;27294;0,0892;Sul;771,47;74,53;0,4756;Rio Grande do Sul;0,738;0,62;0,885;0,734
1991;0;0,48;10,29;69,86;0,02277;Lajeado;1;45273;0,0709;Sul;616,43;84,14;0,5325;Rio Grande do Sul;0,598;0,409;0,748;0,698
2000;0;0,5;10,21;74,89;0,01635;Lajeado;1;58827;0,0453;Sul;805,03;75,76;0,4464;Rio Grande do Sul;0,715;0,592;0,832;0,741
2010;0,778;0,46;10,19;75,41;0,01425;Lajeado;1;70819;0,0318;Sul;1130,85;77,4;0,3624;Rio Grande do Sul;0,778;0,704;0,84;0,796
1991;0;0,53;10,29;69,53;0,02361;Montenegro;1;44649;0,1225;Sul;513,74;84,13;0,5737;Rio Grande do Sul;0,543;0,322;0,742;0,669
2000;0;0,56;10,35;75,32;0,0156;Montenegro;1;53807;0,0781;Sul;723,44;76,6;0,491;Rio Grande do Sul;0,668;0,491;0,839;0,724
2010;0,755;0,5;9,92;76,94;0,01289;Montenegro;1;58537;0,0451;Sul;914,23;74,36;0,4182;Rio Grande do Sul;0,755;0,654;0,866;0,761
1991;0;0,38;8,91;67,42;0,02939;Nova Hartz;1;9558;0,1184;Sul;368,24;93,62;0,5442;Rio Grande do Sul;0,436;0,191;0,707;0,615
2000;0;0,37;9,46;72,53;0,02082;Nova Hartz;1;14909;0,0747;Sul;459,19;84,11;0,4835;Rio Grande do Sul;0,578;0,374;0,792;0,651
2010;0,689;0,34;9,51;75,14;0,01466;Nova Hartz;1;18304;0,0418;Sul;600;79,78;0,413;Rio Grande do Sul;0,689;0,563;0,836;0,694
1991;0;0,51;10,5;72,29;0,01712;Nova Petrópolis;1;13782;0,0552;Sul;550,08;87,01;0,5162;Rio Grande do Sul;0,589;0,382;0,788;0,68
2000;0;0,47;10,94;76,11;0,0143;Nova Petrópolis;1;16647;0,0344;Sul;799,96;74,35;0,4351;Rio Grande do Sul;0,697;0,536;0,852;0,74
2010;0,78;0,44;10,14;78,38;0,01089;Nova Petrópolis;1;18852;0,0233;Sul;994,67;70,16;0,3907;Rio Grande do Sul;0,78;0,688;0,89;0,775
1991;0;0,47;11,46;70,79;0,02051;Nova Prata;1;14886;0,0936;Sul;499,27;86,54;0,5059;Rio Grande do Sul;0,586;0,397;0,763;0,664
2000;0;0,52;10,85;73,85;0,01823;Nova Prata;1;18094;0,0549;Sul;758,82;79,82;0,4501;Rio Grande do Sul;0,689;0,55;0,814;0,732
2010;0,766;0,43;10,76;75,36;0,01532;Nova Prata;1;22636;0,0351;Sul;1039,74;74,63;0,3772;Rio Grande do Sul;0,766;0,686;0,839;0,782
1991;0;0,49;9,94;67,07;0,03042;Nova Santa Rita;1;9857;0,1654;Sul;386,47;85,77;0,6052;Rio Grande do Sul;0,455;0,215;0,701;0,623
2000;0;0,49;9,92;70,77;0,0246;Nova Santa Rita;1;15672;0,1005;Sul;555,27;79,63;0,5344;Rio Grande do Sul;0,609;0,435;0,763;0,681
2010;0,718;0,43;9,53;76,2;0,01308;Nova Santa Rita;1;22705;0,0566;Sul;686,87;77,33;0,464;Rio Grande do Sul;0,718;0,606;0,853;0,716
1991;0;0,53;9,68;68,94;0,02517;Novo Hamburgo;1;209590;0,0936;Sul;613,52;87,1;0,5338;Rio Grande do Sul;0,544;0,315;0,732;0,697
2000;0;0,54;9,73;74,38;0,01726;Novo Hamburgo;1;234446;0,0617;Sul;770,02;80,49;0,4848;Rio Grande do Sul;0,671;0,499;0,823;0,734
2010;0,747;0,53;9,55;76,11;0,01383;Novo Hamburgo;1;237941;0,0404;Sul;1011,62;73,02;0,4036;Rio Grande do Sul;0,747;0,629;0,852;0,778
1991;0;0,56;10,17;72,29;0,01712;Osório;1;29630;0,1299;Sul;523,37;85,49;0,5744;Rio Grande do Sul;0,565;0,341;0,788;0,672
2000;0;0,55;10,38;74,85;0,01642;Osório;1;35905;0,0812;Sul;660,42;71,88;0,5019;Rio Grande do Sul;0,671;0,513;0,831;0,709
2010;0,751;0,53;10,11;76,18;0,01403;Osório;1;40807;0,0504;Sul;957,94;71,37;0,4316;Rio Grande do Sul;0,751;0,646;0,853;0,769
1991;0;0,65;9,91;69,97;0,0225;Palmeira Das Missões;1;36302;0,2009;Sul;375,15;87,78;0,6462;Rio Grande do Sul;0,5;0,27;0,75;0,618
2000;0;0,64;10,15;72,33;0,02122;Palmeira Das Missões;1;35736;0,1471;Sul;544,05;80,83;0,5644;Rio Grande do Sul;0,635;0,478;0,789;0,678
2010;0,737;0,52;10,56;74,83;0,01516;Palmeira Das Missões;1;33927;0,1078;Sul;715,29;76,07;0,47;Rio Grande do Sul;0,737;0,667;0,831;0,722
1991;0;0,51;10,39;70,72;0,02067;Panambi;1;29148;0,0787;Sul;346,68;86,28;0,5878;Rio Grande do Sul;0,537;0,336;0,762;0,606
2000;0;0,52;10,95;74,86;0,0164;Panambi;1;32233;0,0551;Sul;622,58;80,47;0,4896;Rio Grande do Sul;0,688;0,559;0,831;0,7
2010;0,761;0,44;10,88;75,9;0,0152;Panambi;1;37837;0,0361;Sul;864,44;78,99;0,4;Rio Grande do Sul;0,761;0,691;0,848;0,752
1991;0;0,41;9,45;70,59;0,02098;Parobé;1;31799;0,1266;Sul;399,06;90,02;0,5673;Rio Grande do Sul;0,444;0,183;0,76;0,628
2000;0;0,4;9,64;74,11;0,01775;Parobé;1;44543;0,0815;Sul;479;84,38;0,5243;Rio Grande do Sul;0,6;0,4;0,819;0,658
2010;0,704;0,37;8,88;78,18;0,01037;Parobé;1;51312;0,0572;Sul;625,4;80,05;0,4234;Rio Grande do Sul;0,704;0,562;0,886;0,7
1991;0;0,56;10,44;68,02;0,02767;Passo Fundo;1;138277;0,1069;Sul;545,05;84,03;0,5931;Rio Grande do Sul;0,589;0,421;0,717;0,678
2000;0;0,58;10,59;73,17;0,01954;Passo Fundo;1;166533;0,0717;Sul;803,71;75,63;0,4999;Rio Grande do Sul;0,701;0,58;0,803;0,741
2010;0,776;0,52;10,53;75,95;0,01332;Passo Fundo;1;183407;0,0439;Sul;1068,95;72,8;0,4155;Rio Grande do Sul;0,776;0,699;0,849;0,787
1991;0;0,59;10,31;69,15;0,0246;Pelotas;1;282124;0,1068;Sul;504,76;78,18;0,5459;Rio Grande do Sul;0,558;0,354;0,736;0,666
2000;0;0,59;10,09;72,74;0,02211;Pelotas;1;318592;0,0758;Sul;685,88;68,4;0,495;Rio Grande do Sul;0,66;0,506;0,796;0,715
2010;0,739;0,54;9,89;75,64;0,01398;Pelotas;1;326650;0,049;Sul;894,35;67,82;0,4333;Rio Grande do Sul;0,739;0,632;0,844;0,758
1991;0;0,58;9,25;68,2;0,02719;Piratini;1;17167;0,2781;Sul;240,3;85,38;0,5118;Rio Grande do Sul;0,408;0,173;0,72;0,547
2000;0;0,56;10,02;70,91;0,02429;Piratini;1;19102;0,1886;Sul;381,33;66,69;0,4926;Rio Grande do Sul;0,55;0,35;0,765;0,621
2010;0,658;0,51;9,44;74,24;0,01611;Piratini;1;19841;0,1228;Sul;524,3;57,37;0,4997;Rio Grande do Sul;0,658;0,517;0,821;0,672
1991;0;0,44;9,64;67,86;0,02812;Portão;1;19336;0,1502;Sul;357,22;88,49;0,5666;Rio Grande do Sul;0,453;0,214;0,714;0,61
2000;0;0,53;9,9;72,34;0,02121;Portão;1;24584;0,0827;Sul;629,38;82,29;0,4898;Rio Grande do Sul;0,618;0,427;0,789;0,701
2010;0,713;0,42;9,81;76,37;0,01282;Portão;1;30726;0,0569;Sul;729,01;77,78;0,413;Rio Grande do Sul;0,713;0,584;0,856;0,725
1991;0;0,57;10,53;69,87;0,02474;Porto Alegre;1;1222508;0,0599;Sul;1021,93;77,41;0,5048;Rio Grande do Sul;0,66;0,494;0,748;0,779
2000;0;0,6;10,45;73,65;0,01858;Porto Alegre;1;1337332;0,0406;Sul;1399,5;71,52;0,4585;Rio Grande do Sul;0,744;0,612;0,811;0,83
2010;0,805;0,6;9,76;76,42;0,01309;Porto Alegre;1;1394270;0,026;Sul;1758,27;69,78;0,4129;Rio Grande do Sul;0,805;0,702;0,857;0,867
1991;0;0,63;10,69;67,84;0,02818;Quaraí;1;21907;0,1388;Sul;397,17;80,08;0,5857;Rio Grande do Sul;0,542;0,355;0,714;0,628
2000;0;0,56;9,68;72,55;0,02078;Quaraí;1;23760;0,0957;Sul;454,1;73,45;0,56;Rio Grande do Sul;0,63;0,486;0,793;0,649
2010;0,704;0,5;9,32;76,14;0,01315;Quaraí;1;22926;0,0675;Sul;528,64;66,52;0,5445;Rio Grande do Sul;0,704;0,609;0,852;0,673
1991;0;0,6;9,8;67,03;0,03054;Restinga Seca;1;15016;0,1763;Sul;357,14;82,67;0,565;Rio Grande do Sul;0,49;0,275;0,701;0,61
2000;0;0,56;10,64;70,16;0,02601;Restinga Seca;1;16291;0,1284;Sul;438,66;71,66;0,5424;Rio Grande do Sul;0,586;0,415;0,753;0,643
2010;0,683;0,52;9,8;74,7;0,01535;Restinga Seca;1;15743;0,0864;Sul;660,14;69,82;0,4631;Rio Grande do Sul;0,683;0,542;0,828;0,709
1991;0;0,54;9,93;68,02;0,02767;Rio Grande;1;170387;0,1195;Sul;458,75;76,7;0,5607;Rio Grande do Sul;0,527;0,314;0,717;0,651
2000;0;0,56;10,11;73,21;0,0166;Rio Grande;1;184892;0,0845;Sul;631,79;65,05;0,5079;Rio Grande do Sul;0,652;0,491;0,804;0,702
2010;0,744;0,51;9,51;76,66;0,01242;Rio Grande;1;195482;0,0552;Sul;859,2;66,97;0,4426;Rio Grande do Sul;0,744;0,637;0,861;0,752
1991;0;0,58;10,07;66,78;0,03129;Rio Pardo;1;35186;0,1952;Sul;339,62;82,31;0,5746;Rio Grande do Sul;0,482;0,268;0,696;0,602
2000;0;0,54;9,62;72,51;0,02085;Rio Pardo;1;37476;0,1372;Sul;474,92;68,7;0,5362;Rio Grande do Sul;0,609;0,435;0,792;0,656
2010;0,693;0,48;9,76;75,75;0,01373;Rio Pardo;1;37177;0,0993;Sul;633,1;65,53;0,4702;Rio Grande do Sul;0,693;0,56;0,846;0,702
1991;0;0,46;10,13;68,63;0,026;Rolante;1;14588;0,1924;Sul;295,34;85,58;0,5582;Rio Grande do Sul;0,444;0,207;0,727;0,58
2000;0;0,42;9,78;71,14;0,02378;Rolante;1;17721;0,1093;Sul;470,18;76,59;0,5205;Rio Grande do Sul;0,595;0,418;0,769;0,655
2010;0,688;0,35;10,53;74,8;0,0152;Rolante;1;19372;0,0815;Sul;656,75;71,9;0,4379;Rio Grande do Sul;0,688;0,553;0,83;0,708
1991;0;0,59;9,42;67,84;0,02818;Rosário Do Sul;1;39996;0,1732;Sul;316,68;82,89;0,5816;Rio Grande do Sul;0,496;0,29;0,714;0,591
