ANO;Índice de Desenvolvimento Humano 2010;Desigualdade de Renda;Educação Compulsória;Expectativa de Vida;Mortalidade antes dos 5 Anos;Município;Número de registros;População;Proporção de Educação Universitária;Região;Renda Per Capita;Rendimento de Trabalho;Taxa de Dependência;Unidade Federativa;Índice de Desenvolvimento Humano;Índice de Educação;Índice de Longevidade;Índice de Renda
2010;0,763;0,48;11,34;75,62;0,01389;Paranavaí;1;81023;0,0863;Sul;852,66;76,54;0,4415;Paraná;0,763;0,703;0,844;0,75
1991;0;0,58;10,42;67,9;0,03514;Pato Branco;1;51010;0,1363;Sul;506,94;89,64;0,58;Paraná;0,56;0,369;0,715;0,667
2000;0;0,56;11,6;73,17;0,01466;Pato Branco;1;61353;0,0864;Sul;736,2;83,28;0,5035;Paraná;0,717;0,631;0,803;0,727
2010;0,782;0,51;11,22;75,72;0,01374;Pato Branco;1;71860;0,055;Sul;1013,22;82,15;0,4116;Paraná;0,782;0,728;0,845;0,778
1991;0;0,42;9,69;66,83;0,03903;Pinhais;1;74596;0,1388;Sul;425,79;91,9;0,5893;Paraná;0,51;0,297;0,697;0,639
2000;0;0,48;10,61;71,37;0,01845;Pinhais;1;102057;0,0777;Sul;589,74;83,15;0,4918;Paraná;0,657;0,53;0,773;0,691
2010;0,751;0,48;10,42;75,15;0,01671;Pinhais;1;116153;0,0418;Sul;911,51;85,2;0,4087;Paraná;0,751;0,666;0,836;0,761
1991;0;0,58;7,68;62,09;0,05928;Pinhão;1;24440;0,356;Sul;183,24;88,88;0,7211;Paraná;0,36;0,15;0,618;0,503
2000;0;0,61;8,03;67,73;0,0276;Pinhão;1;27953;0,2076;Sul;308;81,79;0,6803;Paraná;0,526;0,348;0,712;0,587
2010;0,654;0,53;9,54;73,36;0,0175;Pinhão;1;30006;0,1583;Sul;454,31;79,94;0,5656;Paraná;0,654;0,534;0,806;0,649
1991;0;0,61;9;64,26;0,0494;Piraí Do Sul;1;19013;0,2111;Sul;280,78;85,43;0,6554;Paraná;0,45;0,243;0,654;0,572
2000;0;0,58;9,57;69,27;0,02348;Piraí Do Sul;1;21398;0,1346;Sul;410,79;74,49;0,589;Paraná;0,592;0,444;0,738;0,633
2010;0,708;0,56;8,48;73,94;0,01652;Piraí Do Sul;1;23300;0,0846;Sul;631,84;76,96;0,5179;Paraná;0,708;0,619;0,816;0,702
1991;0;0,42;9,32;69,17;0,03099;Piraquara;1;28744;0,1719;Sul;384,81;85,67;0,5839;Paraná;0,478;0,239;0,736;0,622
2000;0;0,48;8,4;74,3;0,01251;Piraquara;1;70201;0,1119;Sul;425,7;78,59;0,5731;Paraná;0,581;0,374;0,822;0,639
2010;0,7;0,41;8,99;77,15;0,01092;Piraquara;1;88302;0,0634;Sul;581,74;81,28;0,4584;Paraná;0,7;0,574;0,869;0,689
1991;0;0,72;8,43;65,1;0,04583;Pitanga;1;37819;0,2745;Sul;278,82;93,72;0,7161;Paraná;0,381;0,145;0,668;0,571
2000;0;0,63;9,33;70,06;0,0215;Pitanga;1;35660;0,1923;Sul;360,41;85,37;0,6044;Paraná;0,575;0,414;0,751;0,612
2010;0,702;0,52;10,11;73,09;0,01795;Pitanga;1;32546;0,1324;Sul;609,77;78,28;0,4774;Paraná;0,702;0,621;0,802;0,696
1991;0;0,56;9,96;67,47;0,03667;Ponta Grossa;1;229040;0,1093;Sul;452,75;84,42;0,6007;Paraná;0,548;0,359;0,708;0,649
2000;0;0,57;10,44;73,17;0,01466;Ponta Grossa;1;271677;0,0731;Sul;629,15;76,06;0,5376;Paraná;0,676;0,548;0,803;0,701
2010;0,763;0,54;10,34;75,22;0,01433;Ponta Grossa;1;309810;0,046;Sul;877,1;74,53;0,4588;Paraná;0,763;0,703;0,837;0,755
1991;0;0,49;8,49;67,47;0,03667;Pontal Do Paraná;1;5373;0,14;Sul;276,77;80,92;0,649;Paraná;0,409;0,17;0,708;0,569
2000;0;0,54;9,82;72,66;0,01568;Pontal Do Paraná;1;14016;0,0861;Sul;542,13;71,16;0,5464;Paraná;0,622;0,447;0,794;0,678
2010;0,738;0,51;10,64;74,87;0,01503;Pontal Do Paraná;1;20845;0,0574;Sul;782,87;64,73;0,4728;Paraná;0,738;0,655;0,831;0,737
1991;0;0,61;9,39;66;0,04223;Prudentópolis;1;45869;0,1731;Sul;183,56;87,06;0,6501;Paraná;0,39;0,173;0,683;0,503
2000;0;0,57;9,35;71,58;0,01798;Prudentópolis;1;44199;0,1264;Sul;283,84;76,86;0,5595;Paraná;0,544;0,361;0,776;0,574
2010;0,676;0,47;10,27;73,4;0,01743;Prudentópolis;1;48091;0,0988;Sul;497,84;74,61;0,4863;Paraná;0,676;0,577;0,807;0,664
1991;0;0,52;9,01;67,47;0,03667;Quatro Barras;1;9932;0,1533;Sul;419,11;94,2;0,6645;Paraná;0,485;0,253;0,708;0,636
2000;0;0,57;9,73;72,66;0,01568;Quatro Barras;1;16096;0,0958;Sul;630,7;80,1;0,5403;Paraná;0,654;0,501;0,794;0,702
2010;0,742;0,47;9,35;74,87;0,01502;Quatro Barras;1;19746;0,0602;Sul;800,4;85,31;0,4358;Paraná;0,742;0,665;0,831;0,74
1991;0;0,57;9,77;68,45;0,03322;Quedas Do Iguaçu;1;23266;0,2118;Sul;229,78;93,41;0,7186;Paraná;0,42;0,189;0,724;0,54
2000;0;0,64;9,89;69,2;0,02365;Quedas Do Iguaçu;1;24803;0,1813;Sul;442,64;85,11;0,6219;Paraná;0,593;0,438;0,737;0,645
2010;0,681;0,58;8,76;72,65;0,02005;Quedas Do Iguaçu;1;30297;0,1413;Sul;586,88;69,84;0,5223;Paraná;0,681;0,576;0,794;0,69
1991;0;0,46;9,84;62,61;0,05682;Quitandinha;1;14342;0,2646;Sul;182,06;87,22;0,7259;Paraná;0,336;0,121;0,627;0,502
2000;0;0,61;9,53;67,74;0,02758;Quitandinha;1;15175;0,1503;Sul;324,44;79,95;0,5828;Paraná;0,563;0,421;0,712;0,595
2010;0,68;0,47;10,07;73,37;0,01747;Quitandinha;1;17040;0,0883;Sul;452,08;70,17;0,4817;Paraná;0,68;0,603;0,806;0,648
1991;0;0,62;9,6;67,17;0,03779;Realeza;1;16876;0,2016;Sul;327,71;88,38;0,618;Paraná;0,49;0,28;0,703;0,597
2000;0;0,55;11,01;71,45;0,01827;Realeza;1;15834;0,1401;Sul;479,2;84,12;0,5289;Paraná;0,639;0,512;0,774;0,658
2010;0,722;0,43;10,87;74,82;0,0151;Realeza;1;16245;0,098;Sul;704,94;77,33;0,4453;Paraná;0,722;0,63;0,83;0,72
1991;0;0,53;6,76;61,5;0,06217;Reserva;1;23307;0,3726;Sul;161,04;89,87;0,742;Paraná;0,327;0,119;0,608;0,482
2000;0;0,6;6,29;66,62;0,03084;Reserva;1;23681;0,2799;Sul;288,58;76,47;0,6436;Paraná;0,485;0,286;0,694;0,576
2010;0,618;0,5;8,38;72,13;0,01968;Reserva;1;25110;0,1894;Sul;457,88;77,28;0,5636;Paraná;0,618;0,461;0,786;0,65
1991;0;0,46;9,4;64,25;0,04943;Rio Bonito Do Iguaçu;1;5567;0,2909;Sul;118,37;88,54;0,6729;Paraná;0,319;0,115;0,654;0,433
2000;0;0,59;6,97;66,86;0,03011;Rio Bonito Do Iguaçu;1;11864;0,2154;Sul;246,86;90,06;0,6994;Paraná;0,466;0,263;0,698;0,551
2010;0,629;0,5;9,01;72,49;0,01903;Rio Bonito Do Iguaçu;1;13542;0,1394;Sul;405,76;73,29;0,5512;Paraná;0,629;0,498;0,792;0,631
1991;0;0,55;8,2;66,42;0,0406;Rio Branco Do Sul;1;26364;0,3505;Sul;247,6;91,85;0,7358;Paraná;0,389;0,155;0,69;0,552
2000;0;0,54;8,71;71,01;0,01927;Rio Branco Do Sul;1;29107;0,2276;Sul;349,43;76,78;0,6086;Paraná;0,554;0,366;0,767;0,607
2010;0,679;0,47;8,84;75,84;0,01356;Rio Branco Do Sul;1;30647;0,136;Sul;548,8;79,34;0,4878;Paraná;0,679;0,545;0,847;0,679
1991;0;0,54;10,56;68,37;0,03352;Rio Negro;1;26023;0,1066;Sul;390,06;84,84;0,6557;Paraná;0,531;0,332;0,723;0,625
2000;0;0,54;10,06;73,26;0,01449;Rio Negro;1;28295;0,0661;Sul;527,38;74,57;0,5428;Paraná;0,678;0,577;0,804;0,673
2010;0,76;0,48;10,32;76,75;0,01226;Rio Negro;1;31081;0,0442;Sul;709,13;75,74;0,4627;Paraná;0,76;0,705;0,863;0,721
1991;0;0,53;10,39;66,83;0,03905;Rolândia;1;41239;0,1958;Sul;435,85;88,88;0,554;Paraná;0,537;0,346;0,697;0,642
2000;0;0,56;10,44;68,4;0,02575;Rolândia;1;49207;0,1225;Sul;641,94;82,67;0,4866;Paraná;0,659;0,562;0,723;0,705
2010;0,739;0,45;10,01;74,27;0,01598;Rolândia;1;57734;0,0769;Sul;819,52;80,02;0,419;Paraná;0,739;0,661;0,821;0,744
1991;0;0,54;9,6;66,58;0,04;Santa Terezinha De Itaipu;1;13543;0,1902;Sul;387,04;90,66;0,6549;Paraná;0,501;0,291;0,693;0,623
2000;0;0,54;10,32;70,04;0,02155;Santa Terezinha De Itaipu;1;18268;0,1283;Sul;536,24;85,42;0,5538;Paraná;0,638;0,512;0,751;0,676
2010;0,738;0,44;11,73;73,81;0,01673;Santa Terezinha De Itaipu;1;20714;0,0918;Sul;688,34;80,88;0,4401;Paraná;0,738;0,689;0,814;0,716
1991;0;0,55;9,7;64,26;0,04938;Santo Antônio Da Platina;1;38467;0,2788;Sul;323,1;87,59;0,6224;Paraná;0,461;0,253;0,654;0,594
2000;0;0,54;9,09;68,48;0,02553;Santo Antônio Da Platina;1;39679;0,1833;Sul;477,9;75,77;0,5421;Paraná;0,599;0,452;0,725;0,657
2010;0,718;0,54;9,54;74,03;0,01637;Santo Antônio Da Platina;1;42461;0,1197;Sul;765,04;78,07;0,4743;Paraná;0,718;0,617;0,817;0,733
1991;0;0,57;9,68;64,63;0,04782;Santo Antônio Do Sudoeste;1;17228;0,2478;Sul;201,16;89,73;0,6905;Paraná;0,406;0,196;0,661;0,518
2000;0;0,55;9,29;69,27;0,02348;Santo Antônio Do Sudoeste;1;17674;0,1907;Sul;329,84;81,88;0,6326;Paraná;0,576;0,432;0,738;0,598
2010;0,671;0,52;10,51;73,42;0,01739;Santo Antônio Do Sudoeste;1;18844;0,147;Sul;585,95;75,16;0,5348;Paraná;0,671;0,543;0,807;0,69
1991;0;0,49;9,47;68,48;0,03314;São José Dos Pinhais;1;126784;0,1231;Sul;452,48;89,52;0,6078;Paraná;0,516;0,293;0,725;0,648
2000;0;0,51;9,44;72,81;0,01539;São José Dos Pinhais;1;202880;0,074;Sul;619,53;82,85;0,5161;Paraná;0,646;0,485;0,797;0,699
2010;0,758;0,45;9,68;76,53;0,01249;São José Dos Pinhais;1;263194;0,0425;Sul;846,93;82,78;0,4242;Paraná;0,758;0,678;0,859;0,749
1991;0;0,61;10;68,15;0,03428;São Mateus Do Sul;1;32965;0,128;Sul;285,98;83,88;0,6457;Paraná;0,434;0,198;0,719;0,575
2000;0;0,63;9,41;69,6;0,02263;São Mateus Do Sul;1;36155;0,0798;Sul;499,73;73,36;0,5559;Paraná;0,599;0,436;0,743;0,664
2010;0,719;0,49;9,61;75,29;0,01438;São Mateus Do Sul;1;41172;0,0479;Sul;669,78;77,43;0,4606;Paraná;0,719;0,623;0,838;0,711
1991;0;0,55;9,83;64,39;0,04882;São Miguel Do Iguaçu;1;20499;0,1747;Sul;394,19;94,86;0,6355;Paraná;0,493;0,291;0,657;0,626
2000;0;0,65;10,11;68,5;0,02553;São Miguel Do Iguaçu;1;23970;0,1335;Sul;620,43;87,18;0,5528;Paraná;0,621;0,473;0,725;0,699
2010;0,704;0,54;9,41;74,08;0,01629;São Miguel Do Iguaçu;1;25649;0,1014;Sul;734,88;81,95;0,4544;Paraná;0,704;0,588;0,818;0,726
1991;0;0,58;9,25;64,63;0,04782;Sengés;1;14944;0,2645;Sul;263,31;91,21;0,7283;Paraná;0,354;0,12;0,661;0,561
2000;0;0,72;9,06;69,19;0,02369;Sengés;1;17717;0,188;Sul;532,57;87,2;0,6448;Paraná;0,559;0,351;0,737;0,675
2010;0,663;0,51;10,81;73,63;0,01704;Sengés;1;18327;0,1079;Sul;479,7;74,05;0,518;Paraná;0,663;0,546;0,811;0,658
1991;0;0,56;10,29;67,93;0,03505;Sertanópolis;1;14186;0,2427;Sul;441,1;90,93;0,5612;Paraná;0,527;0,317;0,716;0,644
2000;0;0,62;10,32;70,75;0,01987;Sertanópolis;1;15091;0,1532;Sul;647,73;83,22;0,5063;Paraná;0,672;0,563;0,763;0,706
2010;0,723;0,43;9,48;73,24;0,0177;Sertanópolis;1;15571;0,084;Sul;701,27;79,83;0,4318;Paraná;0,723;0,655;0,804;0,719
1991;0;0,57;10;67,99;0,03484;Siqueira Campos;1;14123;0,3212;Sul;293,33;85,3;0,5913;Paraná;0,452;0,223;0,717;0,579
2000;0;0,51;9,93;70,93;0,01944;Siqueira Campos;1;15826;0,1718;Sul;407,53;76,11;0,5295;Paraná;0,605;0,457;0,766;0,632
2010;0,704;0,49;9,36;75,32;0,01433;Siqueira Campos;1;18391;0,1095;Sul;655,16;80,61;0,4484;Paraná;0,704;0,588;0,839;0,708
1991;0;0,52;10,04;63,66;0,05222;Telêmaco Borba;1;57756;0,1989;Sul;408,24;91,11;0,6217;Paraná;0,508;0,322;0,644;0,632
2000;0;0,57;10,5;68,56;0,02534;Telêmaco Borba;1;60932;0,1371;Sul;543,71;79,03;0,5394;Paraná;0,644;0,543;0,726;0,678
2010;0,734;0,49;9,74;74,68;0,01643;Telêmaco Borba;1;69602;0,0929;Sul;732,78;79,21;0,482;Paraná;0,734;0,657;0,828;0,726
1991;0;0,49;9,94;67,55;0,03638;Terra Boa;1;14143;0,3005;Sul;244,39;91,37;0,591;Paraná;0,475;0,275;0,709;0,549
2000;0;0,46;11,03;70,2;0,02118;Terra Boa;1;14566;0,1967;Sul;382,7;79,65;0,5272;Paraná;0,624;0,52;0,753;0,622
2010;0,728;0,4;11,41;73,17;0,01782;Terra Boa;1;15662;0,1089;Sul;653,34;75,91;0,4436;Paraná;0,728;0,68;0,803;0,708
1991;0;0,52;9,52;68,58;0,03278;Terra Roxa;1;19686;0,2511;Sul;222,97;88,48;0,5526;Paraná;0,485;0,294;0,726;0,535
2000;0;0,51;10,33;72,36;0,01631;Terra Roxa;1;16174;0,1813;Sul;402,23;80,33;0,5171;Paraná;0,622;0,484;0,789;0,63
2010;0,714;0,42;10,56;74,09;0,01628;Terra Roxa;1;16631;0,1243;Sul;611,85;79,04;0,4564;Paraná;0,714;0,639;0,818;0,697
1991;0;0,54;7,84;66,42;0,0406;Tibagi;1;16287;0,3254;Sul;188,67;91,14;0,7287;Paraná;0,371;0,146;0,69;0,508
2000;0;0,56;8,14;70,74;0,01989;Tibagi;1;18116;0,2275;Sul;303,41;78,18;0,6619;Paraná;0,522;0,32;0,762;0,584
2010;0,664;0,55;10,33;74,93;0,01494;Tibagi;1;19294;0,1564;Sul;543,05;77,84;0,5598;Paraná;0,664;0,519;0,832;0,678
1991;0;0,57;9,86;69,24;0,03059;Toledo;1;85271;0,1446;Sul;465,39;93,27;0,5906;Paraná;0,539;0,326;0,737;0,653
2000;0;0,54;10,76;72,87;0,01526;Toledo;1;97258;0,0986;Sul;610,94;84,29;0,5077;Paraná;0,694;0,6;0,798;0,697
2010;0,768;0,46;11,59;76,3;0,01381;Toledo;1;118908;0,0584;Sul;876,72;80,1;0,3944;Paraná;0,768;0,702;0,855;0,755
1991;0;0,63;9,73;67,47;0,03667;Ubiratã;1;26556;0,2502;Sul;374,13;91,01;0,6054;Paraná;0,47;0,237;0,708;0,618
2000;0;0,54;10,17;73,01;0,01498;Ubiratã;1;22394;0,1921;Sul;373,22;75,38;0,535;Paraná;0,62;0,482;0,8;0,618
2010;0,739;0,46;10,27;76,26;0,01295;Ubiratã;1;21400;0,1192;Sul;648,36;76,05;0,4467;Paraná;0,739;0,669;0,854;0,706
1991;0;0,53;10,18;67,9;0,03514;Umuarama;1;81461;0,2026;Sul;448,1;89,45;0,5641;Paraná;0,552;0,363;0,715;0,647
2000;0;0,54;10,63;73,17;0,01466;Umuarama;1;89976;0,1288;Sul;616,93;81,99;0,4781;Paraná;0,68;0,562;0,803;0,698
2010;0,761;0,48;10,64;75,16;0,01458;Umuarama;1;99898;0,0774;Sul;880,6;81,96;0,4021;Paraná;0,761;0,698;0,836;0,755
1991;0;0,51;10,64;64,83;0,04696;União Da Vitória;1;42868;0,1065;Sul;350,22;82,21;0,6104;Paraná;0,521;0,351;0,664;0,607
2000;0;0,56;10,56;70,47;0,02051;União Da Vitória;1;47983;0,0774;Sul;564,17;75,64;0,5616;Paraná;0,663;0,562;0,758;0,684
2010;0,74;0,48;10,21;75,2;0,01557;União Da Vitória;1;52491;0,0508;Sul;674,29;73,48;0,4828;Paraná;0,74;0,68;0,837;0,713
1991;0;0,54;9,19;63,61;0,05222;Wenceslau Braz;1;18673;0,2708;Sul;282,99;82,1;0,6554;Paraná;0,427;0,211;0,644;0,573
2000;0;0,6;9,88;67,14;0,02928;Wenceslau Braz;1;19383;0,1997;Sul;449,27;74,84;0,5713;Paraná;0,586;0,443;0,702;0,647
2010;0,687;0,52;9,87;72,42;0,01914;Wenceslau Braz;1;19117;0,1357;Sul;594,42;75;0,4961;Paraná;0,687;0,594;0,79;0,692
1991;0;0,61;9,91;68,54;0,02625;Agudo;1;16410;0,1464;Sul;427,84;88,68;0,5595;Rio Grande do Sul;0,449;0,195;0,726;0,639
2000;0;0,53;9,77;73,2;0,01948;Agudo;1;17143;0,1041;Sul;550,66;79,4;0,5092;Rio Grande do Sul;0,593;0,382;0,803;0,68
2010;0,694;0,52;7,95;75,84;0,01455;Agudo;1;16549;0,0807;Sul;861,06;71,02;0,4322;Rio Grande do Sul;0,694;0,524;0,847;0,752
1991;0;0,61;10,02;66,18;0,03314;Alegrete;1;78061;0,1477;Sul;459,15;82,4;0,5999;Rio Grande do Sul;0,524;0,322;0,686;0,651
2000;0;0,59;10,62;71,17;0,0237;Alegrete;1;83274;0,1041;Sul;533,5;72,91;0,5325;Rio Grande do Sul;0,641;0,507;0,77;0,675
2010;0,74;0,52;10,98;75,93;0,01347;Alegrete;1;76994;0,0723;Sul;705,29;70,59;0,4634;Rio Grande do Sul;0,74;0,664;0,849;0,72
1991;0;0,45;10,41;71,32;0,01928;Arroio Do Meio;1;13934;0,0578;Sul;446,16;89,62;0,527;Rio Grande do Sul;0,557;0,347;0,772;0,646
2000;0;0,48;10,53;74,16;0,01766;Arroio Do Meio;1;16797;0,0348;Sul;725,44;81,18;0,474;Rio Grande do Sul;0,69;0,555;0,819;0,724
2010;0,769;0,36;9,87;76,62;0,01336;Arroio Do Meio;1;18644;0,0221;Sul;850,06;74,09;0,3824;Rio Grande do Sul;0,769;0,706;0,86;0,75
1991;0;0,56;10,16;65,89;0,03405;Arroio Grande;1;17972;0,199;Sul;324,09;78,66;0,5604;Rio Grande do Sul;0,484;0,279;0,682;0,595
2000;0;0,59;9,74;69,59;0,02739;Arroio Grande;1;18794;0,1455;Sul;456,53;74,02;0,5199;Rio Grande do Sul;0,588;0,422;0,743;0,65
2010;0,657;0,5;10,22;73,43;0,01747;Arroio Grande;1;18364;0,0971;Sul;528,13;66,47;0,4882;Rio Grande do Sul;0,657;0,522;0,807;0,673
1991;0;0,6;10,46;69,91;0,02266;Bagé;1;101531;0,1362;Sul;450,22;78,54;0,5651;Rio Grande do Sul;0,561;0,364;0,749;0,648
2000;0;0,58;10,46;72,38;0,02112;Bagé;1;113917;0,0937;Sul;593,18;65,95;0,5386;Rio Grande do Sul;0,659;0,524;0,79;0,692
2010;0,74;0,56;10,34;75,86;0,0136;Bagé;1;116108;0,0595;Sul;795,56;66,38;0,4719;Rio Grande do Sul;0,74;0,647;0,848;0,739
1991;0;0,49;11,26;71,59;0,01867;Bento Gonçalves;1;72651;0,0766;Sul;668,58;86,12;0,489;Rio Grande do Sul;0,612;0,415;0,777;0,711
2000;0;0,47;10,88;74,99;0,01617;Bento Gonçalves;1;90311;0,0483;Sul;918,21;79,35;0,4228;Rio Grande do Sul;0,712;0,569;0,833;0,762
2010;0,778;0,44;10,02;75,52;0,01408;Bento Gonçalves;1;106666;0,0266;Sul;1196,56;73,87;0,3544;Rio Grande do Sul;0,778;0,695;0,842;0,805
1991;0;0,47;9,81;67,26;0,02986;Butiá;1;18463;0,1913;Sul;287,91;80,07;0,6119;Rio Grande do Sul;0,455;0,232;0,704;0,576
2000;0;0,48;9,95;70,2;0,02591;Butiá;1;20217;0,1595;Sul;432,61;64,95;0,5473;Rio Grande do Sul;0,579;0,402;0,753;0,641
2010;0,689;0,47;9,43;75,85;0,01359;Butiá;1;20381;0,1016;Sul;590,45;65,32;0,4797;Rio Grande do Sul;0,689;0,558;0,848;0,691
1991;0;0,56;10,18;66,16;0,03319;Caçapava Do Sul;1;34333;0,1835;Sul;326,29;78,84;0,5647;Rio Grande do Sul;0,494;0,294;0,686;0,596
2000;0;0,54;10,07;72,24;0,02142;Caçapava Do Sul;1;34390;0,1465;Sul;453,2;66,03;0,522;Rio Grande do Sul;0,599;0,42;0,787;0,649
2010;0,704;0,48;9,77;76,27;0,01297;Caçapava Do Sul;1;33339;0,0982;Sul;618,98;62,85;0,4681;Rio Grande do Sul;0,704;0,585;0,855;0,699
1991;0;0,64;10,06;70,53;0,02113;Cachoeira Do Sul;1;84463;0,1796;Sul;482,26;80,01;0,5836;Rio Grande do Sul;0,546;0,326;0,759;0,659
2000;0;0,57;10,45;74,9;0,01632;Cachoeira Do Sul;1;87046;0,1282;Sul;570;67,87;0,5116;Rio Grande do Sul;0,661;0,505;0,832;0,686
2010;0,742;0,54;10,14;76,22;0,00998;Cachoeira Do Sul;1;83072;0,0902;Sul;793,67;65;0,4747;Rio Grande do Sul;0,742;0,648;0,854;0,739
1991;0;0,57;10,31;66,34;0,03264;Camaquã;1;53703;0,1871;Sul;389,5;84,09;0,5761;Rio Grande do Sul;0,469;0,24;0,689;0,624
2000;0;0,55;9,35;72,58;0,02071;Camaquã;1;59837;0,1275;Sul;528,6;75,76;0,5219;Rio Grande do Sul;0,609;0,423;0,793;0,673
2010;0,697;0,48;10,19;74,14;0,01628;Camaquã;1;62068;0,0847;Sul;686,36;72,83;0,4516;Rio Grande do Sul;0,697;0,578;0,819;0,715
1991;0;0,46;9,82;71,32;0,01928;Campo Bom;1;47543;0,1008;Sul;493,85;90,03;0,5252;Rio Grande do Sul;0,517;0,27;0,772;0,663
2000;0;0,48;9,78;74,07;0,01782;Campo Bom;1;53802;0,0618;Sul;726,27;81,44;0,4605;Rio Grande do Sul;0,669;0,504;0,818;0,725
2010;0,745;0,43;9,57;76,11;0,0132;Campo Bom;1;59572;0,0388;Sul;879,65;78,49;0,3737;Rio Grande do Sul;0,745;0,643;0,852;0,755
1991;0;0,57;9,34;66,97;0,03071;Candelária;1;26769;0,2141;Sul;280,11;82,65;0,5303;Rio Grande do Sul;0,428;0,196;0,7;0,571
2000;0;0,55;9,4;72,62;0,02063;Candelária;1;29404;0,1516;Sul;395,23;72,16;0,5197;Rio Grande do Sul;0,561;0,355;0,794;0,627
2010;0,674;0,46;9,93;75,49;0,01412;Candelária;1;29867;0,1143;Sul;620,92;68,09;0,4614;Rio Grande do Sul;0,674;0,521;0,842;0,699
1991;0;0,51;10,28;70,01;0,0224;Canela;1;24260;0,1405;Sul;413,97;84,02;0,6108;Rio Grande do Sul;0,494;0,253;0,75;0,634
2000;0;0,52;10,12;72,3;0,02128;Canela;1;33216;0,0831;Sul;611,63;77,25;0,5272;Rio Grande do Sul;0,638;0,472;0,788;0,697
2010;0,748;0,48;9,95;75,92;0,01443;Canela;1;38874;0,0517;Sul;787,78;76,73;0,4488;Rio Grande do Sul;0,748;0,667;0,849;0,738
1991;0;0,6;9,35;66,55;0,03198;Canguçu;1;49977;0,2139;Sul;252,47;87,9;0,5325;Rio Grande do Sul;0,381;0,144;0,693;0,555
2000;0;0,5;8,87;71,29;0,02344;Canguçu;1;50903;0,1572;Sul;349,75;72,24;0,4987;Rio Grande do Sul;0,516;0,294;0,772;0,607
2010;0,65;0,49;9,45;74,15;0,01625;Canguçu;1;53002;0,1096;Sul;562,54;67,13;0,4747;Rio Grande do Sul;0,65;0,491;0,819;0,683
1991;0;0,5;10,37;68,95;0,02513;Canoas;1;267674;0,0843;Sul;521,5;86,73;0,5598;Rio Grande do Sul;0,556;0,349;0,733;0,671
2000;0;0,52;10,12;74,07;0,01783;Canoas;1;304337;0,0544;Sul;703,5;77,56;0,4918;Rio Grande do Sul;0,665;0,5;0,818;0,719
2010;0,75;0,51;9,89;76,83;0,01207;Canoas;1;322949;0,0311;Sul;952,13;74,54;0,4256;Rio Grande do Sul;0,75;0,636;0,864;0,768
1991;0;0,49;10,21;69,65;0,02333;Capão Da Canoa;1;18724;0,137;Sul;423,32;93,15;0,6128;Rio Grande do Sul;0,526;0,307;0,744;0,638
2000;0;0,55;9,92;74,3;0,0174;Capão Da Canoa;1;30192;0,0795;Sul;614,43;75,77;0,5487;Rio Grande do Sul;0,639;0,454;0,822;0,698
2010;0,743;0,51;8,75;76,11;0,01413;Capão Da Canoa;1;41830;0,045;Sul;884,47;71,6;0,4595;Rio Grande do Sul;0,743;0,637;0,852;0,756
1991;0;0,43;9,16;67,67;0,02866;Capão Do Leão;1;18717;0,1865;Sul;233,74;84,79;0,6206;Rio Grande do Sul;0,413;0,183;0,711;0,542
2000;0;0,48;9,73;70,15;0,02605;Capão Do Leão;1;23675;0,1276;Sul;349,63;70,84;0,5329;Rio Grande do Sul;0,542;0,348;0,753;0,607
2010;0,637;0,43;9,6;73,81;0,01682;Capão Do Leão;1;24223;0,0906;Sul;493,36;69,36;0,4765;Rio Grande do Sul;0,637;0,48;0,814;0,662
1991;0;0,56;10,86;67,18;0,03009;Carazinho;1;49270;0,1038;Sul;453,43;79,98;0,5921;Rio Grande do Sul;0,562;0,39;0,703;0,649
2000;0;0,56;10,95;70,86;0,02441;Carazinho;1;57181;0,0759;Sul;625,92;75,37;0,5229;Rio Grande do Sul;0,678;0,583;0,764;0,701
2010;0,766;0,51;10,45;75,42;0,01423;Carazinho;1;58825;0,0489;Sul;881,73;67,27;0,4422;Rio Grande do Sul;0,766;0,707;0,84;0,756
1991;0;0,42;11,65;69,53;0,02361;Carlos Barbosa;1;17366;0,0898;Sul;579,97;93,52;0,4954;Rio Grande do Sul;0,553;0,332;0,742;0,688
2000;0;0,41;11,58;74,18;0,01762;Carlos Barbosa;1;20271;0,0448;Sul;881,52;80,43;0,4225;Rio Grande do Sul;0,724;0,612;0,82;0,756
2010;0,796;0,51;10,97;75,07;0,01578;Carlos Barbosa;1;25016;0,0308;Sul;1446,56;61,44;0,3436;Rio Grande do Sul;0,796;0,724;0,835;0,835
1991;0;0,47;10,69;70,34;0,02159;Caxias Do Sul;1;285436;0,0748;Sul;740,85;88,63;0,5133;Rio Grande do Sul;0,594;0,381;0,756;0,728
2000;0;0,51;10,63;74;0,01796;Caxias Do Sul;1;354688;0,0457;Sul;967,79;79,87;0,4456;Rio Grande do Sul;0,705;0,556;0,817;0,771
2010;0,782;0,48;10,05;76,58;0,01262;Caxias Do Sul;1;433304;0,0281;Sul;1253,93;76,48;0,3735;Rio Grande do Sul;0,782;0,686;0,86;0,812
1991;0;0,48;10,49;70,92;0,02021;Charqueadas;1;23666;0,1298;Sul;363,44;84,92;0,514;Rio Grande do Sul;0,551;0,357;0,765;0,613
